main institute;school;miur code;entity;address;miur code list;school count;check
scuola dell'infanzia di molina di ledro;;;institute;via sartori - molina di ledro, 24/c 38067;"";1;1
scuola dell'infanzia di molina di ledro;scuola dell'infanzia di molina di  ledro;;school;via sartori - molina di ledro, 24/c 38067;"";1;1
scuola dell'infanzia di mollaro;;;institute;via della pausa - mollaro, 1 38012;"";1;1
scuola dell'infanzia di mollaro;scuola dell'infanzia di mollaro;;school;via della pausa - mollaro, 1 38012;"";1;1
scuola dell'infanzia di molveno;;;institute;piazza s carlo, 20 38018;"";1;1
scuola dell'infanzia di molveno;scuola dell'infanzia di molveno;;school;piazza s carlo, 20 38018;"";1;1
scuola dell'infanzia di montesover;;;institute;via capitano santuari, 1 38048;"";1;1
scuola dell'infanzia di montesover;scuola dell'infanzia di montesover;;school;via capitano santuari, 1 38048;"";1;1
scuola dell'infanzia di mori;;;institute;via scuole, 3 38065;"";1;1
scuola dell'infanzia di mori;scuola dell'infanzia di mori;;school;via scuole, 3 38065;"";1;1
scuola dell'infanzia di nago;;;institute;localita tezze - nago,   38069;"";1;1
scuola dell'infanzia di nago;scuola dell'infanzia di nago;;school;localita tezze - nago,   38069;"";1;1
scuola dell'infanzia di nave san rocco;;;institute;via iv novembre, 34/a 38010;"";1;1
scuola dell'infanzia di nave san rocco;scuola dell'infanzia di nave san rocco;;school;via iv novembre, 34/a 38010;"";1;1
scuola dell'infanzia di nomi;;;institute;via baroni del moll, 2 38060;"";1;1
scuola dell'infanzia di nomi;scuola dell'infanzia di nomi;;school;via baroni del moll, 2 38060;"";1;1
scuola dell'infanzia di ospedaletto;;;institute;via  don tosi, 14 38050;"";1;1
scuola dell'infanzia di ospedaletto;scuola dell'infanzia di ospedaletto;;school;via  don tosi, 14 38050;"";1;1
scuola dell'infanzia di padergnone;;;institute;via alle cime - padergnone, 14 38070;"";1;1
scuola dell'infanzia di padergnone;scuola dell'infanzia di padergnone;;school;via alle cime - padergnone, 14 38070;"";1;1
scuola dell'infanzia di pedersano;;;institute;via s antonio, 1 38060;"";1;1
scuola dell'infanzia di pedersano;scuola dell'infanzia di pedersano;;school;via s antonio, 1 38060;"";1;1
"scuola dell'infanzia di pergine  ""g.b. chimelli""";;;institute;piazza garbari, 5 38057;"";1;1
"scuola dell'infanzia di pergine  ""g.b. chimelli""";"scuola dell'infanzia di pergine  ""g.b. chimelli""";;school;piazza garbari, 5 38057;"";1;1
scuola dell'infanzia di pietramurata;;;institute;piazza mercato, 11 38074;"";1;1
scuola dell'infanzia di pietramurata;scuola dell'infanzia di pietramurata;;school;piazza mercato, 11 38074;"";1;1
scuola dell'infanzia di pieve di bono;;;institute;via fiera - creto - pieve di bono, 9/b 38085;"";1;1
scuola dell'infanzia di pieve di bono;scuola dell'infanzia di pieve di bono;;school;via fiera - creto - pieve di bono, 9/b 38085;"";1;1
scuola dell'infanzia di pieve tesino;;;institute;via fratelli rizza', 14 38050;"";1;1
scuola dell'infanzia di pieve tesino;scuola dell'infanzia di pieve tesino;;school;via fratelli rizza', 14 38050;"";1;1
scuola dell'infanzia di pilcante;;;institute;piazza vittorio veneto - pilcante, 19 38061;"";1;1
scuola dell'infanzia di pilcante;scuola dell'infanzia di pilcante;;school;piazza vittorio veneto - pilcante, 19 38061;"";1;1
scuola dell'infanzia di pinzolo;;;institute;via al sole, 43 38086;"";1;1
scuola dell'infanzia di pinzolo;scuola dell'infanzia di pinzolo;;school;via al sole, 43 38086;"";1;1
scuola dell'infanzia di ponte arche;;;institute;via s giovanni bosco - ponte arche - bleggio inferiore, 7 38070;"";1;1
scuola dell'infanzia di ponte arche;scuola dell'infanzia di ponte arche;;school;via s giovanni bosco - ponte arche - bleggio inferiore, 7 38070;"";1;1
scuola dell'infanzia di povo;;;institute;via pante', 1 38123;"";1;1
scuola dell'infanzia di povo;scuola dell'infanzia di povo;;school;via pante', 1 38123;"";1;1
scuola dell'infanzia di pozza di trambileno;;;institute;frazione vanza, 50 38068;"";1;1
scuola dell'infanzia di pozza di trambileno;scuola dell'infanzia di pozza di trambileno;;school;frazione vanza, 50 38068;"";1;1
scuola dell'infanzia di predazzo;;;institute;via gabrielli, 1 38037;"";1;1
scuola dell'infanzia di predazzo;scuola dell'infanzia di predazzo;;school;via gabrielli, 1 38037;"";1;1
scuola dell'infanzia di pressano;;;institute;via pilati, 16 38015;"";1;1
scuola dell'infanzia di pressano;scuola dell'infanzia di pressano;;school;via pilati, 16 38015;"";1;1
scuola dell'infanzia di quadra - cavrasto;;;institute;frazione larido, 10 38071;"";1;1
scuola dell'infanzia di quadra - cavrasto;scuola dell'infanzia di quadra - cavrasto;;school;frazione larido, 10 38071;"";1;1
"scuola dell'infanzia di ranzo ""amici scuola infanzia di ranzo odv""";;;institute;via al castel romano - ranzo - vezzano, 29 38070;"";1;1
"scuola dell'infanzia di ranzo ""amici scuola infanzia di ranzo odv""";"scuola dell'infanzia di ranzo ""amici scuola infanzia di ranzo odv""";;school;via al castel romano - ranzo - vezzano, 29 38070;"";1;1
"scuola dell'infanzia di riva ""degasperi""";;;institute;largo caduti delle foibe, 2 38066;"";1;1
"scuola dell'infanzia di riva ""degasperi""";"scuola dell'infanzia di riva  ""degasperi""";;school;largo caduti delle foibe, 2 38066;"";1;1
"scuola dell'infanzia di riva ""giardino di infanzia odv""";;;institute;viale roma, 32 38066;"";1;1
"scuola dell'infanzia di riva ""giardino di infanzia odv""";"scuola dell'infanzia di riva  ""giardino""";;school;viale roma, 32 38066;"";1;1
"scuola dell'infanzia di riva del garda  ""s. alessandro""";;;institute;via s alessandro, 10 38066;"";1;1
"scuola dell'infanzia di riva del garda  ""s. alessandro""";"scuola dell'infanzia di riva del garda  ""s. alessandro""";;school;via s alessandro, 10 38066;"";1;1
scuola dell'infanzia di roncegno;;;institute;via baldessari, 15 38050;"";1;1
scuola dell'infanzia di roncegno;scuola dell'infanzia di roncegno;;school;via baldessari, 15 38050;"";1;1
scuola dell'infanzia di ronchi valsugana;;;institute;via marchi, 14 38050;"";1;1
scuola dell'infanzia di ronchi valsugana;scuola dell'infanzia di ronchi valsugana;;school;via marchi, 14 38050;"";1;1
scuola dell'infanzia di roncogno di pergine;;;institute;piazza di s anna, 3 38057;"";1;1
scuola dell'infanzia di roncogno di pergine;scuola dell'infanzia di roncogno di pergine;;school;piazza di s anna, 3 38057;"";1;1
"scuola dell'infanzia di roncone  ""mario amistadi sciavina odv""";;;institute;via lucchi - roncone, 1 38087;"";1;1
"scuola dell'infanzia di roncone  ""mario amistadi sciavina odv""";"scuola dell'infanzia di roncone  ""mario amistadi sciavina odv""";;school;via lucchi - roncone, 1 38087;"";1;1
scuola dell'infanzia di ronzo-chienis;;;institute;via del car, 40 38060;"";1;1
scuola dell'infanzia di ronzo-chienis;scuola dell'infanzia di ronzo-chienis;;school;via del car, 40 38060;"";1;1
"scuola dell'infanzia di rovereto ""clementino vannetti odv""";;;institute;via s maria, 58 38068;"";1;1
"scuola dell'infanzia di rovereto ""clementino vannetti odv""";"scuola dell'infanzia di rovereto ""clementino vannetti odv""";;school;via s maria, 58 38068;"";1;1
"scuola dell'infanzia di rovereto ""rosmini""";;;institute;corso rosmini, 3 38068;"";1;1
"scuola dell'infanzia di rovereto ""rosmini""";"scuola dell'infanzia di rovereto ""rosmini""";;school;corso rosmini, 3 38068;"";1;1
scuola dell'infanzia di s. croce bleggio;;;institute;frazione santa croce di bleggio inferiore, 7 38070;"";1;1
scuola dell'infanzia di s. croce bleggio;scuola dell'infanzia di s. croce bleggio;;school;frazione santa croce di bleggio inferiore, 7 38070;"";1;1
scuola dell'infanzia di s. lorenzo in banale;;;institute;strada del toat - san lorenzo, 4 38078;"";1;1
scuola dell'infanzia di s. lorenzo in banale;scuola dell'infanzia di s. lorenzo in banale;;school;strada del toat - san lorenzo, 4 38078;"";1;1
scuola dell'infanzia di s. margherita di ala;;;institute;via gazzoletti - santa margherita, 35 38061;"";1;1
scuola dell'infanzia di s. margherita di ala;scuola dell'infanzia di s. margherita di ala;;school;via gazzoletti - santa margherita, 35 38061;"";1;1
scuola dell'infanzia di sabbionara;;;institute;piazza conciliazione, 3/b 38063;"";1;1
scuola dell'infanzia di sabbionara;scuola dell'infanzia di sabbionara;;school;piazza conciliazione, 3/b 38063;"";1;1
scuola dell'infanzia di san martino di c.;;;institute;via laghetto - san martino di castrozza, 30 38054;"";1;1
scuola dell'infanzia di san martino di c.;scuola dell'infanzia di san martino di c.;;school;via laghetto - san martino di castrozza, 30 38054;"";1;1
scuola dell'infanzia di sarche;;;institute;via caffaro - sarche - calavino, 6 38076;"";1;1
scuola dell'infanzia di sarche;scuola dell'infanzia di sarche;;school;via caffaro - sarche - calavino, 6 38076;"";1;1
scuola dell'infanzia di scurelle;;;institute;via visintainer, 15 38050;"";1;1
scuola dell'infanzia di scurelle;scuola dell'infanzia di scurelle;;school;via visintainer, 15 38050;"";1;1
scuola dell'infanzia di segno;;;institute;via sonora - segno - taio, 18 38012;"";1;1
scuola dell'infanzia di segno;scuola dell'infanzia di segno;;school;via sonora - segno - taio, 18 38012;"";1;1
scuola dell'infanzia di segonzano;;;institute;frazione stedro, 80 38047;"";1;1
scuola dell'infanzia di segonzano;scuola dell'infanzia di segonzano;;school;frazione stedro, 80 38047;"";1;1
scuola dell'infanzia di serravalle;;;institute;via ingenger tomasi - serravalle, 5 38061;"";1;1
scuola dell'infanzia di serravalle;scuola dell'infanzia di serravalle;;school;via ingenger tomasi - serravalle, 5 38061;"";1;1
"scuola dell'infanzia di serso ""don ochner odv"" ";;;institute;via al casteler, 1 38057;"";1;1
"scuola dell'infanzia di serso ""don ochner odv"" ";"scuola dell'infanzia di serso ""don ochner odv""";;school;via al casteler, 1 38057;"";1;1
scuola dell'infanzia di smarano;;;institute;via torre - smarano, 6 38012;"";1;1
scuola dell'infanzia di smarano;scuola dell'infanzia di smarano;;school;via torre - smarano, 6 38012;"";1;1
scuola dell'infanzia di sopramonte;;;institute;via canelli - sopramonte, 5 38123;"";1;1
scuola dell'infanzia di sopramonte;scuola dell'infanzia di sopramonte;;school;via canelli - sopramonte, 5 38123;"";1;1
scuola dell'infanzia di spiazzo rendena;;;institute;via s vigilio, 5 38088;"";1;1
scuola dell'infanzia di spiazzo rendena;scuola dell'infanzia di spiazzo rendena;;school;via s vigilio, 5 38088;"";1;1
scuola dell'infanzia di spormaggiore;;;institute;via dell asilo, 2 38010;"";1;1
scuola dell'infanzia di spormaggiore;scuola dell'infanzia di spormaggiore;;school;via dell asilo, 2 38010;"";1;1
scuola dell'infanzia di stenico;;;institute;piazza dante, 15 38070;"";1;1
scuola dell'infanzia di stenico;scuola dell'infanzia di stenico;;school;piazza dante, 15 38070;"";1;1
scuola dell'infanzia di storo;;;institute;via s floriano, 22 38089;"";1;1
scuola dell'infanzia di storo;scuola dell'infanzia di storo;;school;via s floriano, 22 38089;"";1;1
scuola dell'infanzia di strigno;;;institute;piazza iv novembre - strigno, 11 38059;"";1;1
scuola dell'infanzia di strigno;scuola dell'infanzia di strigno;;school;piazza iv novembre - strigno, 11 38059;"";1;1
scuola dell'infanzia di susà;;;institute;via dell asilo, 5 38057;"";1;1
scuola dell'infanzia di susà;scuola dell'infanzia di susà;;school;via dell asilo, 5 38057;"";1;1
"scuola dell'infanzia di taio ""asilo infantile di taio odv""";;;institute;via edison - taio, 3 38012;"";1;1
"scuola dell'infanzia di taio ""asilo infantile di taio odv""";"scuola dell'infanzia di taio ""asilo infantile di taio odv""";;school;via edison - taio, 3 38012;"";1;1
scuola dell'infanzia di telve;;;institute;via paradiso, 1 38050;"";1;1
scuola dell'infanzia di telve;scuola dell'infanzia di telve;;school;via paradiso, 1 38050;"";1;1
scuola dell'infanzia di tenno;;;institute;via brocchetti, 53 38060;"";1;1
scuola dell'infanzia di tenno;scuola dell'infanzia di tenno;;school;via brocchetti, 53 38060;"";1;1
scuola dell'infanzia di tesero;;;institute;via fia, 20 38038;"";1;1
scuola dell'infanzia di tesero;scuola dell'infanzia di tesero;;school;via fia, 20 38038;"";1;1
scuola dell'infanzia di tezze valsugana;;;institute;via marconi, 8/a 38055;"";1;1
scuola dell'infanzia di tezze valsugana;scuola dell'infanzia di tezze valsugana;;school;via marconi, 8/a 38055;"";1;1
"scuola dell'infanzia di tione di trento ""don giovanni failoni odv""";;;institute;piazza battisti, 4 38079;"";1;1
"scuola dell'infanzia di tione di trento ""don giovanni failoni odv""";"scuola dell'infanzia di tione di trento ""don giovanni failoni""";;school;piazza battisti, 4 38079;"";1;1
scuola dell'infanzia di tonadico;;;institute;via fuganti - tonadico, 8 38054;"";1;1
scuola dell'infanzia di tonadico;scuola dell'infanzia di tonadico;;school;via fuganti - tonadico, 8 38054;"";1;1
scuola dell'infanzia di torbole;;;institute;via don davide gioppi, 72 38069;"";1;1
scuola dell'infanzia di torbole;scuola dell'infanzia di torbole;;school;via don davide gioppi, 72 38069;"";1;1
scuola dell'infanzia di torcegno odv;;;institute;via della fontana, 15 38050;"";1;1
scuola dell'infanzia di torcegno odv;scuola dell'infanzia di torcegno odv;;school;via della fontana, 15 38050;"";1;1
scuola dell'infanzia di transacqua;;;institute;piazza municipio - transacqua, 11 38054;"";1;1
scuola dell'infanzia di transacqua;scuola dell'infanzia di transacqua;;school;piazza municipio - transacqua, 11 38054;"";1;1
"scuola dell'infanzia di trento  ""pedrotti""";;;institute;via asilo pedrotti, 2 38122;"";1;1
"scuola dell'infanzia di trento  ""pedrotti""";"scuola dell'infanzia di trento  ""pedrotti""";;school;via asilo pedrotti, 2 38122;"";1;1
scuola dell'infanzia di trento  canossiane;;;institute;via dei paradisi, 4 38122;"";1;1
scuola dell'infanzia di trento  canossiane;scuola dell'infanzia di trento  canossiane;;school;via dei paradisi, 4 38122;"";1;1
scuola dell'infanzia di trento  s. bartolomeo;;;institute;viale dei tigli, 9/1 38123;"";1;1
scuola dell'infanzia di trento  s. bartolomeo;scuola dell'infanzia di trento  s. bartolomeo;;school;viale dei tigli, 9/1 38123;"";1;1
"scuola dell'infanzia di trento ""antonio tambosi odv""";;;institute;via francesco ferruccio, 4 38122;"";1;1
"scuola dell'infanzia di trento ""antonio tambosi odv""";"scuola dell'infanzia di trento ""antonio tambosi odv""";;school;via francesco ferruccio, 4 38122;"";1;1
"scuola dell'infanzia di trento ""g. b. zanella odv""";;;institute;via gar, 1 38122;"";1;1
"scuola dell'infanzia di trento ""g. b. zanella odv""";"scuola dell'infanzia di trento ""g. b. zanella odv""";;school;via gar, 1 38122;"";1;1
"scuola dell'infanzia di trento ""s. antonio odv""";;;institute;via adamello, 2 38122;"";1;1
"scuola dell'infanzia di trento ""s. antonio odv""";"scuola dell'infanzia di trento ""s. antonio odv""";;school;via adamello, 2 38122;"";1;1
"scuola dell'infanzia di trento ""sacro cuore odv""";;;institute;piazza s teresa verzeri, 4 38122;"";1;1
"scuola dell'infanzia di trento ""sacro cuore odv""";"scuola dell'infanzia di trento ""sacro cuore odv""";;school;piazza s teresa verzeri, 4 38122;"";1;1
"scuola dell'infanzia di trento cognola  ""b. kofler""";;;institute;via kofler, 10 38121;"";1;1
"scuola dell'infanzia di trento cognola  ""b. kofler""";"scuola dell'infanzia di trento cognola ""b. kofler""";;school;via kofler, 10 38121;"";1;1
scuola dell'infanzia di trento la clarina;;;institute;via einaudi, 66 38123;"";1;1
scuola dell'infanzia di trento la clarina;scuola dell'infanzia di trento la clarina;;school;via einaudi, 66 38123;"";1;1
"scuola dell'infanzia di trento san donà ""b. kofler""";;;institute;via per cognola, 43 38122;"";1;1
"scuola dell'infanzia di trento san donà ""b. kofler""";"scuola dell'infanzia di trento san donà ""b. kofler""";;school;via per cognola, 43 38122;"";1;1
scuola dell'infanzia di tuenno;;;institute;via marconi - tuenno, 2 38019;"";1;1
scuola dell'infanzia di tuenno;scuola dell'infanzia di tuenno;;school;via marconi - tuenno, 2 38019;"";1;1
scuola dell'infanzia di varone;;;institute;via sega, 5 38066;"";1;1
scuola dell'infanzia di varone;scuola dell'infanzia di varone;;school;via sega, 5 38066;"";1;1
scuola dell'infanzia di vermiglio;;;institute;via di s pietro, 26 38029;"";1;1
scuola dell'infanzia di vermiglio;scuola dell'infanzia di vermiglio;;school;via di s pietro, 26 38029;"";1;1
scuola dell'infanzia di vezzano;;;institute;via dante - vezzano, 24 38070;"";1;1
scuola dell'infanzia di vezzano;scuola dell'infanzia di vezzano;;school;via dante - vezzano, 24 38070;"";1;1
scuola dell'infanzia di vigo cavedine;;;institute;via scuola materna, 1 38073;"";1;1
scuola dell'infanzia di vigo cavedine;scuola dell'infanzia di vigo cavedine;;school;via scuola materna, 1 38073;"";1;1
scuola dell'infanzia di vigo cortesano;;;institute;via madonna dei prati, 3 38121;"";1;1
scuola dell'infanzia di vigo cortesano;scuola dell'infanzia di vigo cortesano;;school;via madonna dei prati, 3 38121;"";1;1
scuola dell'infanzia di vigo di fassa;;;institute;strada giuseppe soraperra - pozza di fassa, 4 38036;"";1;1
scuola dell'infanzia di vigo di fassa;scuola dell'infanzia di vigo di fassa;;school;strada giuseppe soraperra - pozza di fassa, 4 38036;"";1;1
scuola dell'infanzia di vigo di ton;;;institute;piazza guardi, 7 38010;"";1;1
scuola dell'infanzia di vigo di ton;scuola dell'infanzia di vigo di ton;;school;piazza guardi, 7 38010;"";1;1
scuola dell'infanzia di vigo lomaso;;;institute;frazione vigo lomaso - lomaso, 1 38070;"";1;1
scuola dell'infanzia di vigo lomaso;scuola dell'infanzia di vigo lomaso;;school;frazione vigo lomaso - lomaso, 1 38070;"";1;1
scuola dell'infanzia di villa lagarina;;;institute;via monsignor gosetti, 3 38060;"";1;1
scuola dell'infanzia di villa lagarina;scuola dell'infanzia di villa lagarina;;school;via monsignor gosetti, 3 38060;"";1;1
scuola dell'infanzia di villamontagna;;;institute;via dei carli, 16 38121;"";1;1
scuola dell'infanzia di villamontagna;scuola dell'infanzia di villamontagna;;school;via dei carli, 16 38121;"";1;1
scuola dell'infanzia di villazzano;;;institute;via giordano, 15 38123;"";1;1
scuola dell'infanzia di villazzano;scuola dell'infanzia di villazzano;;school;via giordano, 15 38123;"";1;1
scuola dell'infanzia di volano;;;institute;via s maria, 13 38060;"";1;1
scuola dell'infanzia di volano;scuola dell'infanzia di volano;;school;via s maria, 13 38060;"";1;1
scuola dell'infanzia di ziano di fiemme;;;institute;piazza italia, 8 38030;"";1;1
scuola dell'infanzia di ziano di fiemme;scuola dell'infanzia di ziano di fiemme;;school;piazza italia, 8 38030;"";1;1
scuola ladina di fassa - scola ladina de fascia;;tnic85000q;institute;strada giuseppe soraperra - pozza di fassa, 6 38036;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;liceo artistico;tnsd010009;school;strada dolomites - pozza di fassa, 7 38036;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;liceo ladino delle lingue;tnps09000q;school;strada de pra del monech, 6 38036;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;liceo scientifico;tnps09000q;school;strada de pra del monech, 6 38036;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""don g. b. massar"" vigo di fassa";tnee850063;school;piaz jan batista massar - vigo di fassa, 14 38039;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""don l. gross"" pozza di fassa";tnee85003x;school;strada de bagnes - pozza di fassa, 10 38036;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""g. rizzi"" canazei";tnee85001t;school;via de magoa, 15 38032;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;"scuola primaria ""padre e. chiocchetti"" moena";tnee85002v;school;strada don giovanni iori, 19 38035;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;"scuola secondaria di primo grado ""don g. jori"" moena";tnmm85002t;school;strada don giovanni iori, 19 38035;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;"scuola secondaria di primo grado ""t. soraruf"" campitello di fassa";tnmm85001r;school;strèda de marin, 3/a 38031;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola ladina di fassa - scola ladina de fascia;scuola secondaria di primo grado pozza di fassa;tnmm85003v;school;strada dolomites - pozza di fassa, 67 38036;tnee850063|tnmm85003v|tnps09000q|tnmm85001r|tnee85001t|tnic85000q|tnee85003x|tnmm85002t|tnsd010009|tnee85002v;10;0
scuola paritaria la vela - fondazione famiglia materna - rovereto;;;institute;via saibanti, 6 38068;tn1e00700t|tn1m00900p;2;0
scuola paritaria la vela - fondazione famiglia materna - rovereto;"scuola primaria ""la vela"" rovereto";tn1e00700t;school;via saibanti, 6 38068;tn1e00700t|tn1m00900p;2;0
scuola paritaria la vela - fondazione famiglia materna - rovereto;"scuola secondaria di primo grado ""la vela"" rovereto";tn1m00900p;school;via saibanti, 6 38068;tn1e00700t|tn1m00900p;2;0
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";;;institute;via murialdo, 30 38045;tnte045005|tntn01500q|tnfp269sta|tnri015007;4;0
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";istituto professionale per il settore dei servizi;tnri015007;school;via murialdo, 30 38045;tnte045005|tntn01500q|tnfp269sta|tnri015007;4;0
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";istituto tecnico per il settore economico;tntn01500q;school;via murialdo, 30 38045;tnte045005|tntn01500q|tnfp269sta|tnri015007;4;0
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";istituto tecnico per il settore tecnologico;tnte045005;school;via murialdo, 30 38045;tnte045005|tntn01500q|tnfp269sta|tnri015007;4;0
"societa' cooperativa a r.l. ""i. de carneri"" oxford civezzano";settore servizi;tnfp269sta;school;via murialdo, 30 38045;tnte045005|tntn01500q|tnfp269sta|tnri015007;4;0
